,id_movie,department,gender,job,name,id
427604,370203,Directing,0,Director,Erik Gandini,90139
427606,185564,Directing,1,Director,Allison Anders,3110
427609,352917,Directing,0,Director,Áron Mátyássy,1348134
427613,402612,Directing,2,Director,András Kern,64412
427620,29211,Directing,0,Director,William Klein,97083
427621,412437,Directing,0,Director,Antti Jokinen,226771
427623,414771,Directing,0,Director,Ben Bachar,1701496
427624,414771,Directing,0,Director,Itzik Kricheli,1701497
427625,410142,Directing,0,Director,Jörg Steineck,1685574
427630,395560,Directing,0,Director,Andrew Martin,1622274
427641,381046,Directing,0,Director,Josh Bishop,1114972
427645,356335,Directing,0,Director,Tim Kinzy,1115251
427646,356335,Directing,0,Director,Andrew Seklir,1115250
427649,311146,Directing,0,Director,Ifa Isfansyah,1168235
427655,49760,Directing,0,Director,Xavier de Rosnay,78212
427656,49760,Directing,0,Director,Gaspard Augé,78211
427657,49760,Directing,0,Director,Romain Gavras,78207
427658,49760,Directing,0,Director,So-Me,78210
427659,393939,Directing,0,Director,Ben Charles Edwards,1609061
427660,55504,Directing,1,Director,Francine McDougall,84782
427663,367544,Directing,2,Director,David Jackson,44683
427665,317120,Directing,2,Director,Bradford May,83996
427667,367538,Directing,2,Director,Peter Sullivan,92591
427669,212762,Directing,0,Director,Ernie Barbarash,5917
427674,361261,Directing,0,Director,Kevin Fair,1362798
427693,338485,Directing,0,Director,Kevin Fair,1362798
427715,392629,Directing,2,Director,Kristoffer Tabori,115178
427727,37609,Directing,2,Director,Kenny Ortega,65310
427731,245473,Directing,2,Director,Paul Hoen,38692
427747,325189,Directing,2,Director,Jeffrey Hornaday,150207
427754,400190,Directing,2,Director,Rick Bota,58209
427756,379992,Directing,0,Director,Lynne Stopkewich,1215282
427767,32293,Directing,2,Director,Oz Scott,109095
427770,16236,Directing,2,Director,Iain B. MacDonald,80161
427779,178682,Directing,2,Director,Victor Gonzalez,191889
427781,393659,Directing,2,Director,Mark Jean,109680
427785,407334,Directing,2,Director,Peter Sullivan,92591
427821,407171,Directing,0,Director,Kevin Fair,1362798
427843,143563,Directing,0,Director,Laurence Connor,1122354
427844,65256,Directing,0,Director,Jonathan M. Shiff,1215136
427845,88920,Directing,0,Director,Brett Sullivan,1017258
427846,88920,Directing,0,Director,Simon Phillips,1017259
427854,379990,Directing,2,Director,Terry Ingram,110468
427856,377431,Directing,0,Director,David MacKay,1512118
427857,344123,Directing,2,Director,Ron Oliver,80523
427859,393656,Directing,2,Director,Ron Oliver,80523
427861,396394,Directing,2,Director,David Winning,52044
427864,27074,Directing,2,Director,Trevor Nunn,98750
427874,289225,Directing,2,Director,Terry Cunningham,78860
427898,5764,Directing,2,Director,Peter Hewitt,18357
427903,343369,Directing,2,Director,Terry Cunningham,78860
427914,383256,Directing,2,Director,Terry Cunningham,78860
427916,324264,Directing,0,Director,Brendan Toller,149885
427926,308686,Directing,0,Director,Kevin Fair,1362798
427934,391934,Directing,0,Director,Rodney Bennett,449908
427938,64183,Directing,0,Director,Mollie Miller,607547
427940,354832,Directing,2,Director,Kevin Connor,95329
427943,295656,Directing,0,Director,Michael Scott,225586
427945,21780,Directing,2,Director,Ian Toynton,33056
427948,366017,Directing,0,Director,Tosca Musk,935563
427949,144785,Directing,2,Director,David S. Cass Sr.,81693
427951,231617,Directing,0,Director,Scott Smith,1219158
427964,396289,Directing,0,Director,Clay Glen,1290914
427966,414762,Directing,0,Director,Kevin Fair,1362798
427969,49350,Directing,2,Director,Ron Oliver,80523
427977,157449,Directing,2,Director,Grant Harvey,72952
427978,381063,Directing,0,Director,Joel Potrykus,1099847
427982,119372,Directing,0,Director,Julian Amyes,152043
427992,243984,Directing,2,Director,Howard Baker,176856
427994,68044,Directing,0,Director,Antony J. Bowman,1184802
427999,129277,Directing,0,Director,Samira Makhmalbaf,20026
428004,153133,Directing,2,Director,Matthew Diamond,116370
428014,63710,Directing,0,Director,Bille Woodruff,62116
428017,244182,Directing,0,Director,John Glenister,1220367
428034,339967,Directing,2,Director,Nacho Vigalondo,118303
428121,390296,Directing,0,Director,Craig Atkinson,1598022
428127,39751,Directing,2,Director,Liu Chia-Liang,26775
428136,57309,Directing,2,Director,Kongkiat Khomsiri,80733
428141,36113,Directing,0,Director,Zhang Yang,15156
428145,358808,Directing,0,Director,Pema Tseden,1174165
428146,371181,Directing,2,Director,Kristoffer Tabori,115178
428159,145132,Directing,0,Director,Dean Bennett,558131
428167,41281,Directing,2,Director,Michael Damian,62081
428174,105768,Directing,2,Director,Michael Damian,62081
428176,38048,Directing,2,Director,Craig Clyde,563882
428177,65900,Directing,0,Director,Vladimír Michálek,140434
428187,271033,Directing,2,Director,Kevin G. Cremin,1233430
428208,116494,Directing,0,Director,Ryszard Bugajski,83319
428211,25778,Directing,0,Director,Nadia Tass,15672
428212,18182,Directing,1,Director,Martha Coolidge,63713
428213,25786,Directing,0,Director,Nadia Tass,15672
428215,24886,Directing,0,Director,John Lyde,1598183
428223,239033,Directing,2,Director,Peter Rader,964306
428225,281506,Directing,0,Director,Vince Marcello,1066705
428237,37453,Directing,1,Director,Joyce Chopra,146150
428257,34075,Directing,2,Director,Robert Day,40599
428258,79737,Directing,2,Director,Mark Griffiths,106491
428264,407655,Directing,1,Director,Michelle Johnston,1233895
428270,34092,Directing,0,Director,Dave Schram,568662
428271,39772,Directing,0,Director,Maria Peters,127920
428274,24862,Directing,2,Director,Charles Band,19707
428276,410634,Directing,0,Director,Tikhon Kornev,1013107
428283,402193,Directing,0,Director,Emilis Velyvis,231866
428289,382563,Directing,0,Director,Sing-Choong Foo,1576907
428291,300605,Directing,0,Director,Luciano Vidigal,52538
428294,300605,Directing,0,Director,Cavi Borges,1268526
428302,89825,Directing,0,Director,Masaya Fujimori,937799
428314,229254,Directing,0,Director,Lisa Ohlin,232123
428320,408508,Directing,0,Director,Alexandre Lehmann,1049745
428323,230232,Directing,0,Director,Márk Bodzsár,1307655
428327,359373,Directing,0,Director,Giorgos Zois,1165031
428331,86822,Directing,2,Director,Terrence Malick,30715
428339,241999,Directing,2,Director,Michael Feifer,64278
428341,313369,Directing,2,Director,Damien Chazelle,136495
428519,155191,Directing,0,Director,Chris Eyre,1232592
428522,407806,Directing,1,Director,Ava DuVernay,929825
428538,318184,Directing,0,Director,Rain Tolk,79759
428539,318184,Directing,0,Director,Andres Maimik,584991
428546,53216,Directing,2,Director,Kurt Kuenne,80207
428555,40470,Directing,2,Director,Joseph Barbera,13594
428556,40470,Directing,2,Director,William Hanna,13620
428562,70278,Directing,0,Director,Rainer Sarnet,580824
428564,145316,Directing,0,Director,Rob Gibbs,225974
428568,334517,Directing,0,Director,Richie Smyth,1450229
428570,401861,Directing,0,Director,Aleksey Krasovskiy,1634575
428574,377154,Directing,2,Director,André Téchiné,96627
428587,227261,Directing,0,Director,Ilmar Raag,137787
428601,300672,Directing,2,Director,Gary Michael Schultz,1071639
428642,379779,Directing,0,Director,Jacob Frey,1569108
428653,404459,Directing,0,Director,Ishaya Bako,1665249
428668,292834,Directing,0,Director,Osmany Rodriguez,1087686
428669,292834,Directing,0,Director,Matt Villines,1087685
428682,348315,Directing,0,Director,Tjebbo Penning,742142
428687,375315,Directing,2,Director,Asghar Farhadi,229931
428706,322476,Directing,0,Director,Ain Mäeots,1165803
428710,294651,Directing,2,Director,Daihachi Yoshida,1115707
428720,70554,Directing,0,Director,Charles Evered,207687
428726,355111,Directing,0,Director,Karen J. Lloyd,1350796
428727,377897,Directing,2,Director,Conrad Helten,92125
428751,68529,Directing,0,Director,Kim Sang-jin,80651
428758,43776,Directing,2,Director,Juan Carlos Tabío,72647
428764,47562,Directing,2,Director,Don McBrearty,168782
428774,116327,Directing,2,Director,Herbert L. Strock,31251
428780,84711,Directing,2,Director,Harold Young,103344
428783,403429,Directing,0,Director,Paul Negoescu,937514
428798,223680,Directing,0,Director,Iulia Rugină,1124249
428808,58473,Directing,2,Director,David Greene,37915
428809,369885,Directing,2,Director,Robert Zemeckis,24
428886,340103,Directing,2,Director,Bryan Bertino,66074
428901,12631,Directing,0,Director,Helmut Weiss,13383
428913,50855,Directing,2,Director,Lewis R. Foster,30207
428915,125958,Directing,0,Director,Philip Haas,55038
428918,55602,Directing,0,Director,Victor Halperin,90064
428921,381045,Directing,0,Director,Nicole Lucas Haimes,1572150
428922,76533,Directing,0,Director,Bill Wilson,108430
428928,36542,Directing,2,Director,David Morris,115560
428929,36542,Directing,1,Director,Jacqui Morris,115561
428936,45692,Directing,0,Director,William Dieterle,49214
428939,254241,Directing,2,Director,Herbert Wilcox,148559
428949,262848,Directing,0,Director,David Hartman,213837
428960,102242,Directing,0,Director,Charlie Jordan,1692854
428963,97784,Directing,2,Director,Roger Corman,102429
428970,158811,Directing,0,Director,Leigh Jason,1225777
428979,413441,Directing,0,Director,Scott Smith,1219158
428985,283521,Directing,0,Director,Lewin Fitzhamon,1008306
428986,415766,Directing,2,Director,Huck Botko,120246
428989,412851,Directing,0,Director,Kristijonas Vildziunas,1154474
428999,20784,Directing,2,Director,David Attenborough,86543
429001,194757,Directing,0,Director,John Dexter,1050315
429005,148753,Directing,0,Director,Joe Ma Wai-Ho,588140
429009,142918,Directing,0,Director,Yasujirō Ozu,95501
429025,126820,Directing,2,Director,Ken Burns,204484
429027,417877,Directing,0,Director,Rory Rooney,1684555
429030,331642,Directing,0,Director,Vicente Villanueva,1035833
429033,394822,Directing,2,Director,Derrick Borte,126910
429055,100179,Directing,0,Director,Arnold L. Miller,568430
429056,54418,Directing,0,Director,Arnold L. Miller,568430
429065,15282,Directing,0,Director,Marek Losey,933181
429070,97716,Directing,2,Director,Rex Ingram,71786
429084,411736,Directing,0,Director,Rick Morales,105642
429088,324560,Directing,0,Director,Martin Koolhoven,80630
429133,416390,Directing,0,Director,Paul Salahadin Refsdal,1680423
429134,35826,Directing,2,Director,Larry Cohen,19266
429136,149213,Directing,1,Director,Joyce Chopra,146150
429143,207932,Directing,2,Director,Ron Howard,6159
429169,331313,Directing,2,Director,Greg Mottola,54733
429190,335796,Directing,2,Director,Mike Flanagan,551463
429194,119914,Directing,0,Director,Jane Howell,1040963
429195,72701,Directing,2,Director,Murilo Salles,279481
429200,86172,Directing,0,Director,Beto Brant,149401
429203,86172,Directing,0,Director,Renato Ciasca,1081895
429206,381040,Directing,0,Director,Sophie Goodhart,1572146
429212,419147,Directing,0,Director,Arthur Cary,1688335
429215,368993,Directing,2,Director,Christopher Guest,13524
429217,18739,Directing,2,Director,Vito Rocco,79895
429219,418772,Directing,2,Director,Woody Allen,1243
429224,410126,Directing,0,Director,Danny Draven,63198
429226,410126,Directing,0,Director,Paul Davis,234669
429231,410126,Directing,0,Director,Dean Hewison,1112486
429234,410126,Directing,0,Director,Ómar Örn Hauksson,1114214
429239,410126,Directing,0,Director,Joel Morgan,1171013
429245,410126,Directing,0,Director,Erlingur Thoroddsen,1445806
429247,410126,Directing,0,Director,Johannes Persson,1451375
429250,410126,Directing,0,Director,Nicholas Peterson,1458309
429255,410126,Directing,0,Director,Rasmus Wassberg,1685409
429263,364410,Directing,0,Director,Alex Helfrecht,1524268
429264,364410,Directing,0,Director,Jörg Tittel,1524269
429281,389972,Directing,2,Director,Yôji Yamada,72496
429288,82406,Directing,2,Director,Jeon Yun-su,74422
429292,21194,Directing,1,Director,Issa López,964037
429296,406992,Directing,2,Director,Andy Tennant,17167
429305,136799,Directing,2,Director,Mike Mitchell,64151
429307,136799,Directing,2,Director,Walt Dohrn,118489
429312,376389,Directing,2,Director,Kevin Macdonald,17350
429324,81583,Directing,2,Director,Bill Ross IV,1037392
429325,81583,Directing,0,Director,Turner Ross,1037391
429326,319093,Directing,0,Director,Turner Ross,1037391
429329,319093,Directing,2,Director,Bill Ross IV,1037392
429347,27476,Directing,2,Director,David DeCoteau,97618
429351,300424,Directing,0,Director,Rick Morales,105642
429353,417026,Directing,0,Director,David Higby,108659
429363,198795,Directing,2,Director,Carlos Velo,987344
429385,255885,Directing,0,Director,Lance Bangs,61440
429386,413337,Directing,0,Director,Stephen Kemp,1675349
429388,329697,Directing,2,Director,Jeremy Coon,53942
429389,329697,Directing,2,Director,Tim Skousen,85488
429401,27443,Directing,2,Director,Allan Dwan,93905
429415,333099,Directing,2,Director,Andrew Jenks,502188
429417,279966,Directing,0,Director,Oliver Frampton,1336744
429422,267931,Directing,0,Director,Patricio Valladares,1107724
429433,356895,Directing,0,Director,Puk Grasten,1502218
429437,258631,Directing,0,Director,Arūnas Žebriūnas,1153600
429439,301334,Directing,0,Director,Benedict Andrews,1369361
429451,145959,Directing,2,Director,Jonathan Sanger,15901
429452,85200,Directing,0,Director,William T. Naud,589816
429456,27462,Directing,0,Director,Ken Dixon,45460
429457,104044,Directing,0,Director,Donald G. Jackson,88939
429461,67390,Directing,0,Director,Robert Vincent O'Neill,8956
429464,81463,Directing,0,Director,Paul Grau,101698
429482,68482,Directing,2,Director,Alfred Sole,136911
429489,55996,Directing,2,Director,John D. Lamond,223520
429491,29638,Directing,0,Director,Jeff Leroy,98680
429496,188836,Directing,0,Director,Jimmy Shaw,1329933
429497,378918,Directing,0,Director,Sutton Roley,95148
429503,81672,Directing,0,Director,Gianluigi Calderone,592210
429505,26334,Directing,0,Director,Joseph Guzman,145569
429533,86707,Directing,0,Director,Sakari Kirjavainen,933551
429535,384683,Directing,0,Director,Wojciech Kasperski,1377205
429543,374515,Directing,2,Director,Doug Campbell,92227
429553,414610,Directing,2,Director,Doug Campbell,92227
429559,286567,Directing,2,Director,Stewart Hendler,130837
429561,42078,Directing,2,Director,Rex Piano,77322
429563,377276,Directing,2,Director,Antonin Peretjatko,1171420
429564,99896,Directing,0,Director,Rodrigo Moreno,1022649
429567,376004,Directing,2,Director,H.M. Coakley,688807
429608,99536,Directing,0,Director,Ray Laurent,1183228
429609,386100,Directing,0,Director,Gordian Maugg,1366212
429615,69484,Directing,2,Director,Isao Takahata,628
429617,69484,Directing,0,Director,Aleksandr Petrov,126421
429618,69484,Directing,0,Director,Raoul Servais,132957
429619,69484,Directing,0,Director,Kihachiro Kawamoto,233545
429620,69484,Directing,0,Director,Yuriy Norshteyn,550476
429621,69484,Directing,0,Director,Koji Yamamura,932609
429622,69484,Directing,0,Director,Břetislav Pojar ,938172
429623,69484,Directing,0,Director,Jacques Drouin,1100019
429624,69484,Directing,0,Director,Co Hoedeman,1127797
429625,69484,Directing,0,Director,Shinichi Suzuki,1157113
429626,69484,Directing,0,Director,Reiko Okuyama,1158434
429627,69484,Directing,0,Director,Yoichi Kotabe,1168443
429628,69484,Directing,2,Director,Mark Baker,1193009
429629,69484,Directing,0,Director,Yôichi Kotabe,1488861
429634,381073,Directing,1,Director,Logan Kibens,1572172
429642,414067,Directing,0,Director,Philippe Gagnon,228282
429644,412924,Directing,2,Director,Mat Whitecross,182
429651,28425,Directing,2,Director,Ford Beebe,11431
429664,292510,Directing,0,Director,Michael Curtiz,4109
429666,52949,Directing,2,Director,Kenneth Johnson,19142
429669,285814,Directing,0,Director,Tony Klinger,1379093
429670,97128,Directing,0,Director,Luis Oliveros,1012194
429671,369567,Directing,0,Director,Arturo Ruiz Castillo,1052811
429674,359805,Directing,0,Director,Arnaud Larrieu,144782
429676,359805,Directing,0,Director,Jean-Marie Larrieu,146169
429684,417028,Directing,0,Director,Jay Karas,84074
429688,402543,Directing,2,Director,Director X.,1527715
429690,30768,Directing,2,Director,Andy Wolk,115447
429693,299590,Directing,2,Director,John Bradshaw,224214
429694,413440,Directing,2,Director,Steven R. Monroe,88039
429696,237709,Directing,0,Director,Michael DeCarlo,168761
429698,30351,Directing,2,Director,Ron Oliver,80523
429701,398891,Directing,0,Director,Gustavo Ron,1006109
429706,150657,Directing,1,Director,Leslie Hope,25834
429708,412974,Directing,2,Director,Mel Damski,70008
429713,414767,Directing,2,Director,Terry Ingram,110468
429724,251630,Directing,2,Director,Bradford May,83996
429726,310417,Directing,2,Director,Stephen Bridgewater,81692
429729,370765,Directing,0,Director,Ali Scher,1543405
429730,343858,Directing,2,Director,Kevin Connor,95329
429731,330161,Directing,0,Director,Scott Smith,1219158
429739,348631,Directing,0,Director,Scott Smith,1219158
429770,243987,Directing,0,Director,David Giles,1228986
429771,403330,Directing,2,Director,Ron Oliver,80523
429774,290100,Directing,0,Director,Roel Mondelaers,1359730
429785,420703,Directing,0,Director,Halder Gomes,557411
429794,385737,Directing,1,Director,Sophia Takal,1031943
429806,332742,Directing,0,Director,Andy Schocken,1535436
429807,332742,Directing,1,Director,Sharmeen Obaid-Chinoy,1299467
429810,360284,Directing,1,Director,Valerie Weiss,1038019
429814,402298,Directing,2,Director,Mick Jackson,8843
429867,422127,Directing,0,Director,Aaron Fronk,1364216
429879,377448,Directing,2,Director,Kenny Ortega,65310
429882,164134,Directing,0,Director,Wendy J.N. Lee,1209863
429887,343611,Directing,2,Director,Edward Zwick,9181
429989,316021,Directing,0,Director,Matthew Ross,1450271
430041,415078,Directing,0,Director,Alex Horwitz,101632
430049,291356,Directing,2,Director,Ti West,101542
430096,109841,Directing,0,Director,Victor Halperin,90064
430108,121111,Directing,0,Director,David Weisman,70282
430109,121111,Directing,0,Director,Nelson Lyon,1077304
430113,421958,Directing,2,Director,Lars Kraume,17361
430119,333072,Directing,0,Director,Hiroshi Shinagawa,127896
430124,269057,Directing,0,Director,Jeffrey St. Jules,1196522
430127,385722,Directing,0,Director,Kyung Ho Lee,1069735
430128,258809,Directing,2,Director,Sidney Lanfield,97017
430140,346388,Directing,0,Director,Jamie Adams,1306720
430142,348320,Directing,2,Director,Martijn Heijne,1486381
430149,87035,Directing,0,Director,Dave Schram,568662
430151,315252,Directing,0,Director,Will Koopman,211138
430153,258113,Directing,0,Director,Will Koopman,211138
430157,111457,Directing,0,Director,Alfred E. Green,97774
430162,81420,Directing,2,Director,John Bradshaw,224214
430166,120055,Directing,0,Director,Michael Scott,225586
430180,74491,Directing,2,Director,Gavin Millar,134114
430183,114108,Directing,0,Director,Georges Méliès,11523
430185,61736,Directing,2,Director,Danny Huston,6413
430186,22579,Directing,0,Director,Mark A. Reyes,88943
430188,263260,Directing,2,Director,Fritz Genschow,1080813
430192,419771,Directing,0,Director,Nikolai Dostal,142497
430195,405656,Directing,0,Director,Sotiris Dounoukos,1363761
430198,339894,Directing,2,Director,Jochen Alexander Freydank,1092982
430199,421281,Directing,0,Director,Andrew Coats,1694583
430200,421281,Directing,0,Director,Lou Hamou-Lhadj,1694584
430212,366887,Directing,2,Director,Jelle de Jonge,1532233
430220,421619,Directing,0,Director,Rajko Grlić,150196
430233,365267,Directing,0,Director,Dariusz Gajewski,1558128
430235,366696,Directing,0,Director,Cassie Jaye,1095805
430248,187790,Directing,2,Director,Roger Corman,102429
430259,13626,Directing,2,Director,Nikolaj Arcel,74752
430266,326285,Directing,2,Director,Ewan McGregor,3061
430279,422514,Directing,0,Director,John Lechago,98669
430282,43022,Directing,2,Director,Joseph M. Newman,12327
430292,44787,Directing,2,Director,Leo Hurwitz,131469
430293,44787,Directing,2,Director,Paul Strand,131470
430294,179057,Directing,2,Director,Rudolph Maté,11593
430297,282225,Directing,2,Director,Youssef Chahine,20023
430299,218299,Directing,0,Director,Alfred E. Green,97774
430316,72394,Directing,2,Director,Armand Mastroianni,128639
430320,114471,Directing,0,Director,Orville O. Dull,949860
430321,50699,Directing,0,Director,Jay Woelfel,99432
430322,421854,Directing,0,Director,Anthony Giordano,556161
430324,333318,Directing,0,Director,Adrián García Bogliano,105574
430325,392058,Directing,0,Director,Vincent Masciale,1303938
430332,413770,Directing,0,Director,Roger Mainwood,1673803
430334,360029,Directing,2,Director,Werner Herzog,6818
430345,339152,Directing,0,Director,Holly Morris,1464437
430346,339152,Directing,0,Director,Anne Bogart,1468137
430347,352094,Directing,0,Director,Joe Menendez,145221
430355,55739,Directing,2,Director,Harvey Frost,142960
430356,51443,Directing,0,Director,Karen Arthur,144210
430358,26987,Directing,1,Director,Catherine Cyran,98940
430362,374461,Directing,2,Director,Bruce Beresford,5696
430371,187276,Directing,1,Director,Amanda Gusack,938649
430375,57843,Directing,0,Director,Jon Hess,82033
430379,79871,Directing,2,Director,Roman Cheung,1069018
430380,204051,Directing,0,Director,Im Kwon-taek,87554
430381,278544,Directing,2,Director,Harris Done,25289
430382,278544,Directing,2,Director,James Moll,127027
430383,336216,Directing,0,Director,Radu Muntean,129564
430388,102870,Directing,0,Director,Filippos Tsitos,221466
430390,410718,Directing,2,Director,Fisher Stevens,26473
430414,29136,Directing,2,Director,Jeff Bleckner,69982
430442,59762,Directing,2,Director,Brian Yuzna,27992
430457,46718,Directing,2,Director,Joaquim Dos Santos,89596
430474,397514,Directing,0,Director,Nick Jongerius,1202631
430497,421851,Directing,2,Director,Michael Moore,17087
430502,113649,Directing,0,Director,Kim Jho Gwang-soo,1057492
430504,113649,Directing,0,Director,Eun-kyung Jo,1057623
430505,113649,Directing,0,Director,Hong Dongmyung,1057624
430508,381737,Directing,1,Director,Leslie Libman,155598
430521,61722,Directing,0,Director,Michael Steiner,238406
430523,111118,Directing,2,Director,Joshua Tickell,74600
430524,111118,Directing,1,Director,Rebecca Harrell Tickell,93217
430525,334541,Directing,2,Director,Kenneth Lonergan,30711
430606,334543,Directing,2,Director,Garth Davis,1173102
430648,345918,Directing,0,Director,Zack Whedon,1130788
430681,374440,Directing,0,Director,Andrew Ahn,1554277
430686,370382,Directing,0,Director,Panos Glykofrydis,1149892
430690,283792,Directing,0,Director,Panos Glykofrydis,1149892
430691,283792,Directing,0,Director,Dinos Katsouridis,1126411
430694,164827,Directing,0,Director,Dinos Katsouridis,1126411
430698,185111,Directing,2,Director,Thanasis Vengos,1031166
430708,296344,Directing,2,Director,Alekos Sakellarios,1120003
430710,300321,Directing,0,Director,Matt Stuertz,1164767
430713,407799,Directing,0,Director,Gideon Bradshaw,222090
430721,403450,Directing,2,Director,Pif,1274996
430724,39340,Directing,2,Director,Walerian Borowczyk,130313
430728,42123,Directing,2,Director,Geoff Murphy,32277
430730,415214,Directing,2,Director,Dante Lam,81220
430737,48601,Directing,1,Director,Emmanuelle Bercot,25340
430743,42872,Directing,2,Director,Ciro Ippolito,101590
430744,42872,Directing,0,Director,Biagio Proietti,129044
430765,107443,Directing,2,Director,Irving Rapper,93904
430767,230628,Directing,0,Director,Tomoyuki Takimoto,583203
430768,101665,Directing,2,Director,Yukihiko Tsutsumi,81355
430773,407559,Directing,2,Director,Oz Perkins,90609
430799,397243,Directing,0,Director,André Øvredal,135113
430839,402536,Directing,0,Director,Franck Dion,1141078
430841,64501,Directing,0,Director,Jagmohan Mundhra,545506
430848,117337,Directing,1,Director,Pooja Bhatt,110146
430852,402370,Directing,0,Director,Ian Bonhôte,1642118
430859,319096,Directing,1,Director,Angela Bassett,9780
430861,366269,Directing,2,Director,Sam Dunn,84110
430863,366269,Directing,2,Director,Scot McFadyen,84111
430865,366269,Directing,0,Director,Manfred Becker,1360557
430871,16143,Directing,2,Director,Alain Desrochers,190103
430874,145963,Directing,2,Director,Dave Fleischer,143463
430883,27953,Directing,0,Director,Ömer Vargı,236655
430884,139272,Directing,0,Director,Osman Sınav,150259
430885,419639,Directing,0,Director,Michael J. Gallagher,1069629
430898,41725,Directing,2,Director,Byron Haskin,51000
430903,413279,Directing,2,Director,Taika Waititi,55934
430906,353728,Directing,2,Director,Stephen Dunn,956818
430933,340684,Directing,0,Director,Joey Kuhn,1468855
430943,338964,Directing,2,Director,Mark Waters,54050
430948,291413,Directing,2,Director,Phil Claydon,82822
430985,302042,Directing,2,Director,Curtis Crawford,132722
431005,270007,Directing,2,Director,Jim Gillespie,33254
431008,105121,Directing,0,Director,Turner Ross,1037391
431009,105121,Directing,2,Director,Bill Ross IV,1037392
431015,40070,Directing,2,Director,Richard Yeung Kuen,1510984
431020,345888,Directing,0,Director,Kim Kwang-tae,1480520
431023,159469,Directing,2,Director,John Berry,94169
431025,168647,Directing,2,Director,Kevin Hooks,40230
431027,419330,Directing,0,Director,Chris Reading,1631253
431038,413471,Directing,2,Director,Kevin Pollak,7166
431048,413361,Directing,0,Director,Brett Harvey,1111673
431055,355065,Directing,2,Director,Lars Kraume,17361
431068,289180,Directing,0,Director,Rania Attieh,1330498
431069,289180,Directing,0,Director,Daniel Garcia,1330499
431072,348896,Directing,0,Director,Vivienne De Courcy,1487543
431074,409160,Directing,0,Director,Jia Wei Kan,1659591
431076,340402,Directing,2,Director,David E. Talbert,109692
431078,340223,Directing,0,Director,Ron Davis,1188381
431080,208039,Directing,2,Director,Kevin Macdonald,17350
431081,50317,Directing,0,Director,Lance Weiler,112249
431084,117038,Directing,0,Director,Jennifer Dworkin,1064969
431085,85125,Directing,0,Director,Sandhya Suri,931761
431086,111103,Directing,0,Director,Ross McElwee,126620
431088,360292,Directing,0,Director,Neil Johnson,114620
431101,13943,Directing,2,Director,Paul Goldman,76081
431112,359151,Directing,0,Director,Martin Butler,1507948
431113,359151,Directing,0,Director,Bentley Dean,1074019
431121,386743,Directing,0,Director,Étienne-Jules Marey,1135153
431123,336380,Directing,0,Director,Georges Demenÿ,1456070
431124,423525,Directing,0,Director,Taneli Mustonen,1168608
431125,112119,Directing,0,Director,Jim Munroe,1053900
431126,112119,Directing,0,Director,Jim Morrison,1053901
431127,112119,Directing,0,Director,Chris McCawley,584008
431128,112119,Directing,0,Director,Tate Young,1053902
431130,393445,Directing,2,Director,Karan Johar,35736
431151,333665,Directing,2,Director,Daryl Wein,131870
431176,337550,Directing,0,Director,Dano Johnson,1263750
431177,337550,Directing,0,Director,Jeffrey Travis,1204082
431185,189225,Directing,0,Director,William Klein,97083
431186,420511,Directing,2,Director,Damian Lee,85203
431191,385372,Directing,0,Director,Hisonni Johnson,97532
431195,417936,Directing,0,Director,Letia Clouston,1576220
431207,48406,Directing,2,Director,John Hough,19032
431211,358353,Directing,2,Director,Savage Steve Holland,87565
431213,243599,Directing,1,Director,Christie Will,63783
431214,51349,Directing,0,Director,Ilya Maksimov,146922
431217,189682,Directing,0,Director,John S. Robertson,29571
431224,56143,Directing,0,Director,John Ford,8500
431232,203901,Directing,2,Director,Jack Clayton,25630
431244,199206,Directing,0,Director,Victor Iliu,1328781
431247,352334,Directing,2,Director,Mike Elliott,37021
431253,173873,Directing,2,Director,Evald Schorm,1035927
431264,261102,Directing,0,Director,Carlos Sedes,1124382
431267,130507,Directing,2,Director,William Keighley,67426
431272,80850,Directing,2,Director,Alexander Hall,99667
431274,326045,Directing,2,Director,Terry Miles,939452
431275,45057,Directing,0,Director,Carla Garapedian,936763
431280,195405,Directing,2,Director,Joseph Kane,90069
431284,63681,Directing,2,Director,Marcel Carné,25161
431290,34231,Directing,2,Director,Brian Pulido,112174
431318,26776,Directing,0,Director,Joseph H. Lewis,86004
431321,81178,Directing,2,Director,Robert Riskin,19019
431322,81178,Directing,2,Director,Harry Lachman,82678
431324,86207,Directing,0,Director,Ernest Pintoff,127333
431331,350846,Directing,0,Director,Agustí Villaronga,151162
431348,411025,Directing,0,Director,Vitali Mansky,1265315
431367,369769,Directing,0,Director,Vitali Mansky,1265315
431369,390422,Directing,2,Director,David Yates,11343
431370,276833,Directing,1,Director,Regina Russell Banali,42226
431374,253980,Directing,2,Director,Drew Pearce,1239407
431382,3144,Directing,2,Director,Brian O'Hara,30745
431386,340484,Directing,0,Director,Robert Greene,929343
431397,376386,Directing,0,Director,Michal Marczak,1136478
431406,393561,Directing,1,Director,Laura Poitras,220691
431428,373480,Directing,1,Director,Sara Jordenö,1551556
431430,376257,Directing,1,Director,Dawn Porter,1140441
431434,376234,Directing,1,Director,Kim A. Snyder,1345227
431440,376387,Directing,0,Director,Nanfu Wang,1654199
431447,376534,Directing,1,Director,Kirsten Johnson,117841
431459,10614,Directing,2,Director,Quentin Tarantino,138
